ADDRESS,Data Split,PROPERTY TYPE,PredictedPrice,PRICE
4501 Luke Ave,Train,Single Family Residential,988997.0,1050000
4548 Sailmaker Ln,Test,Single Family Residential,3770950.0,3150000
76 Stingray St,Train,Single Family Residential,1263112.0,1300000
20 Norriego Rd,Train,Single Family Residential,2174072.0,2200000
4691 Amhurst Cir,Train,Single Family Residential,512645.0,495000
4430 Stonebridge Rd,Train,Single Family Residential,1642610.0,1650000
609 Calhoun Ave,Train,Single Family Residential,1317123.0,1200000
390 Terrapin Trce,Train,Single Family Residential,749226.0,690000
4030 Indian Trl,Train,Single Family Residential,720157.0,785000
226 Kono Way,Test,Single Family Residential,1275657.0,889000
106 Tuscany Dr,Train,Single Family Residential,547154.0,550000
510 Osceola Dr,Train,Single Family Residential,1728834.0,1730000
4018 Lauren Ct,Test,Single Family Residential,654630.0,535000
181 Bent Arrow Dr,Train,Single Family Residential,318179.0,359000
419 Ridge Wood Cir,Train,Single Family Residential,707287.0,672000
4635 Sunsail Cir,Train,Single Family Residential,712284.0,640000
4657 Destiny Way,Train,Single Family Residential,1681512.0,1590000
722 Harbor Blvd,Train,Single Family Residential,1927964.0,1995000
168 Kel-Wen Cir,Train,Single Family Residential,603105.0,575000
4662 Destiny Way,Train,Single Family Residential,3672624.0,3653000
92 Cayman Cv,Train,Single Family Residential,1111701.0,947000
4754 Ocean Blvd,Train,Single Family Residential,6109631.0,6200000
514 Third Ave,Train,Single Family Residential,421025.0,415000
3991 Lauren Ct,Train,Single Family Residential,640702.0,675000
4630 Paradise Isle,Train,Single Family Residential,1641417.0,1900000
400 Coleman Pt,Train,Single Family Residential,5493946.0,5500000
704 Harbor Ln,Train,Single Family Residential,694187.0,685000
20 Jade Cv,Test,Single Family Residential,1319885.0,943250
843 Kell Aire Dr,Train,Single Family Residential,611781.0,575000
33 E Country Club Dr,Train,Single Family Residential,926669.0,875000
4399 Old Bayou Trl,Test,Single Family Residential,1359570.0,1060000
4481 C Luke Ave,Train,Single Family Residential,819687.0,875000
85 Woodward St,Test,Single Family Residential,3648168.0,5750000
614 4th St,Test,Single Family Residential,662896.0,460000
3889 Sandprint Dr,Test,Single Family Residential,1998338.0,1800000
503 Baywood Ct,Train,Single Family Residential,522181.0,567000
66 Garnet Pl,Train,Single Family Residential,684189.0,630000
4668 Westwinds Way,Train,Single Family Residential,2568818.0,2600000
4713 Ocean Blvd,Train,Single Family Residential,3347027.0,3325000
77 Stingray St,Train,Single Family Residential,1138790.0,1175000
46 E Country Club Dr,Train,Single Family Residential,446300.0,490000
156 Baywinds Dr,Train,Single Family Residential,830372.0,925000
62 E Country Club Dr,Train,Single Family Residential,893865.0,806500
4016 Drifting Sand Trl,Test,Single Family Residential,621754.0,605000
105 Fletcher Way,Train,Single Family Residential,604321.0,627000
3610 Melrose Ave,Train,Single Family Residential,1748385.0,1638000
4721 Amhurst Cir,Train,Single Family Residential,546660.0,505000
319 Primrose Pl,Train,Single Family Residential,366762.0,485000
101 Fletcher Way,Train,Single Family Residential,589475.0,627000
446 Admiral Ct,Train,Single Family Residential,3466916.0,3400000
618 Benning Dr,Train,Single Family Residential,489638.0,475000
270 Chipola Cv,Train,Single Family Residential,641862.0,625000
4457 Clipper Cv,Train,Single Family Residential,898197.0,800000
229 Twin Lakes Dr,Train,Single Family Residential,367367.0,383000
4706 Lantana Ln,Train,Single Family Residential,1064429.0,1050000
92 Cord Pl,Train,Single Family Residential,316860.0,315000
4505 Pottery Pl,Test,Single Family Residential,1248729.0,975000
56 E Country Club Dr,Train,Single Family Residential,771440.0,725000
262 Lantern Ln,Test,Single Family Residential,1912358.0,1549700
500 Kelly St,Train,Single Family Residential,362898.0,400000
205 Tahitian Way,Test,Single Family Residential,1023253.0,960000
422 Baywinds Dr,Train,Single Family Residential,775902.0,840000
4066 Drifting Sand Trl,Test,Single Family Residential,504351.0,487500
XXX Cottage Way #7,Train,Single Family Residential,2684137.0,2775000
4734 Papaya Park Park,Train,Single Family Residential,755248.0,810000
4624 Windstarr Dr,Test,Single Family Residential,727998.0,590000
4587 Sailmaker Ln,Train,Single Family Residential,790613.0,855000
613 Sea Oats Dr,Train,Single Family Residential,470675.0,415000
5 Cross Ct,Train,Single Family Residential,2062842.0,2200000
4116 Indian Trl,Train,Single Family Residential,989186.0,950000
261 Tequesta Dr,Train,Single Family Residential,697764.0,751400
145 Lola Cir,Train,Single Family Residential,349455.0,395000
499 Regatta Bay Blvd,Test,Single Family Residential,3425190.0,2185000
4117 Indian Bayou North,Train,Single Family Residential,1559353.0,1550000
3773 Misty Way,Train,Single Family Residential,440115.0,410000
103 Shirah St,Train,Single Family Residential,2508226.0,2500000
4307 Carriage Ln,Train,Single Family Residential,909052.0,995000
4712 Seastar Vis,Train,Single Family Residential,1809416.0,1800000
4093 Drifting Sand Trl,Train,Single Family Residential,608419.0,590000
4439 Luke Ave,Train,Single Family Residential,941272.0,925000
53 Siesta Blf,Train,Single Family Residential,1893863.0,1900000
4659 Westwinds Way,Test,Single Family Residential,3007448.0,2400000
4005 Drifting Sand Trl,Train,Single Family Residential,528645.0,545000
515 Gulf Shore Dr,Train,Single Family Residential,1592122.0,1725000
4643 Destiny Way,Train,Single Family Residential,1932998.0,1959000
4555 Woodwind Dr,Train,Single Family Residential,686518.0,645000
242 Calusa Blvd,Train,Single Family Residential,522694.0,520000
3863 Indian Trl Unit 104,Train,Single Family Residential,351898.0,305000
1217 Quail Lake Blvd,Train,Single Family Residential,501639.0,285000
612 Magnolia Dr,Train,Single Family Residential,3829554.0,3836000
4736 Amhurst Cir,Train,Single Family Residential,816484.0,745000
804 Harbor Ln,Train,Single Family Residential,607314.0,635000
